world,type,negs_timedout,contracts_executed,negs_registered,negs_succeeded,contracts_breached,neg_requests_sent,negs_failed,breaches_received,contracts_erred,contracts_dropped,contracts_nullified,breaches_committed,neg_requests_rejected,times,contracts_signed,negs_initiated,negotiator_exceptions,exceptions,contracts_concluded,neg_requests_received
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.11e6e092,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,19,168,286,88,0,0,198,0,0,7,0,0,0,6.60000296193175e-07,350,0,[],[],176,286
000320251210H223957935659O58P_LitaAgentYT-LitaAgentYR-PB3l.11e6e092,System,0,730,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1460,0,[],[],738,0
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-P29J.01fdd240,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,72,337,0,0,337,337,0,0,0,0,0,0,8.999995770864189e-08,144,337,[],[],73,337
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-P29J.01fdd240,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,181,689,183,0,0,503,0,0,2,0,0,0,8.999995770864189e-08,366,0,[],[],183,689
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-P29J.01fdd240,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,6,673,919,599,0,514,320,0,0,86,0,0,0,3.699997250805609e-07,1518,514,[],[],761,919
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-P29J.01fdd240,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,367,2052,213,0,674,1838,0,0,7,0,0,0,8.399997568631079e-07,748,674,[],[],376,2052
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-P29J.01fdd240,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,144,337,72,0,337,265,0,0,5,0,0,0,8.999995770864189e-08,298,337,[],[],150,337
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-P29J.01fdd240,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,6,715,1412,507,0,1011,903,0,0,28,0,0,0,3.999998625658918e-07,1486,1011,[],[],746,1412
000020251210H223957824305qBUX_LitaAgentY-LitaAgentP-P29J.01fdd240,System,0,706,0,0,0,0,0,0,0,0,0,0,0,1.8999980966327712e-07,1412,0,[],[],715,0
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-OuVV.11d641db,System,0,730,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1460,0,[],[],738,0
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-OuVV.11d641db,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,0,125,276,38,0,0,238,0,0,0,0,0,0,4.999983502784744e-07,250,0,[],[],126,276
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-OuVV.11d641db,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,4,334,344,166,0,344,178,0,0,9,0,0,0,1.7999991541728377e-07,686,344,[],[],345,344
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-OuVV.11d641db,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,11,407,932,124,0,380,808,0,0,0,0,0,0,2.7999885787721723e-07,814,380,[],[],410,932
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-OuVV.11d641db,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,1,115,380,22,0,380,358,0,0,0,0,0,0,7.999915396794677e-08,230,380,[],[],116,380
000320251210H223957935659O58P_LitaAgentY-LitaAgentN-OuVV.11d641db,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,195,276,114,0,0,162,0,0,9,0,0,0,1.500011421740055e-07,408,0,[],[],205,276
000320251210H223957935659O58P_LitaAgentC-LitaAgentP-XAOx.117f6314,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,87,280,0,0,0,280,0,0,0,0,0,0,6.299997039604932e-07,174,0,[],[],88,280
000320251210H223957935659O58P_LitaAgentC-LitaAgentP-XAOx.117f6314,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,159,280,75,0,0,205,0,0,6,0,0,0,1.0999974620062858e-07,330,0,[],[],166,280
000320251210H223957935659O58P_LitaAgentC-LitaAgentP-XAOx.117f6314,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,3,305,360,134,0,360,226,0,0,6,0,0,0,1.8999980966327712e-07,622,360,[],[],313,360
000320251210H223957935659O58P_LitaAgentC-LitaAgentP-XAOx.117f6314,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,99,380,6,0,380,374,0,0,0,0,0,0,8.999995770864189e-08,198,380,[],[],100,380
000320251210H223957935659O58P_LitaAgentC-LitaAgentP-XAOx.117f6314,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,15,394,940,111,0,380,829,0,0,0,0,0,0,3.0999945010989904e-07,788,380,[],[],397,940
000320251210H223957935659O58P_LitaAgentC-LitaAgentP-XAOx.117f6314,System,0,730,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1460,0,[],[],738,0
000220251210H223957905396qy6l_L-U-O7ZG.06fc8d7e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,0,568,0,0,0,568,0,0,0,0,0,0,1.5000023267930374e-07,0,0,[],[],0,568
000220251210H223957905396qy6l_L-U-O7ZG.06fc8d7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,119,118,568,118,0,0,450,0,0,0,0,0,0,1.6000012692529708e-07,236,0,[],[],118,568
000220251210H223957905396qy6l_L-U-O7ZG.06fc8d7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,19,470,568,330,0,568,238,0,0,0,0,0,0,2.8999966161791235e-07,940,568,[],[],472,568
000220251210H223957905396qy6l_L-U-O7ZG.06fc8d7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,21,118,284,48,0,284,236,0,0,0,0,0,0,1.7000002117129043e-07,236,284,[],[],119,284
000220251210H223957905396qy6l_L-U-O7ZG.06fc8d7e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,221,1986,2556,1642,0,1420,914,0,0,0,0,0,0,1.850000444392208e-06,3972,1420,[],[],1990,2556
000220251210H223957905396qy6l_L-U-O7ZG.06fc8d7e,System,0,554,0,0,0,0,0,0,0,0,0,0,0,3.0000046535860747e-07,1108,0,[],[],561,0
000120251210H223957863747wmRA_X-P-ORo1.0535bc58,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,48,1597,1496,1288,0,1172,208,0,0,65,0,0,0,7.700000423938036e-07,3324,1172,[],[],1666,1496
000120251210H223957863747wmRA_X-P-ORo1.0535bc58,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,151,293,58,0,293,235,0,0,0,0,0,0,1.8999890016857535e-07,302,293,[],[],151,293
000120251210H223957863747wmRA_X-P-ORo1.0535bc58,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,51,155,293,61,0,293,232,0,0,0,0,0,0,1.400003384333104e-07,310,293,[],[],156,293
000120251210H223957863747wmRA_X-P-ORo1.0535bc58,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,3,226,293,134,0,293,159,0,0,4,0,0,0,7.300004654098302e-07,460,293,[],[],231,293
000120251210H223957863747wmRA_X-P-ORo1.0535bc58,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,21,278,585,300,0,0,285,0,0,22,0,0,0,1.400003384333104e-07,600,0,[],[],300,585
000120251210H223957863747wmRA_X-P-ORo1.0535bc58,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,139,1887,2314,1715,0,586,599,0,0,11,0,0,0,6.299997039604932e-07,3796,586,[],[],1900,2314
000120251210H223957863747wmRA_X-P-ORo1.0535bc58,System,0,840,0,0,0,0,0,0,0,0,0,0,0,3.0999945010989904e-07,1680,0,[],[],848,0
000220251210H223957905396qy6l_LitaAgentY-LitaAgentP-OK01.073e87cd,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,0,568,0,0,0,568,0,0,0,0,0,0,1.0999974620062858e-07,0,0,[],[],0,568
000220251210H223957905396qy6l_LitaAgentY-LitaAgentP-OK01.073e87cd,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,90,304,568,304,0,0,264,0,0,0,0,0,0,8.999995770864189e-08,608,0,[],[],304,568
000220251210H223957905396qy6l_LitaAgentY-LitaAgentP-OK01.073e87cd,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,57,459,568,319,0,568,249,0,0,0,0,0,0,1.8999980966327712e-07,918,568,[],[],461,568
000220251210H223957905396qy6l_LitaAgentY-LitaAgentP-OK01.073e87cd,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,0,107,284,37,0,284,247,0,0,0,0,0,0,8.999995770864189e-08,214,284,[],[],108,284
000220251210H223957905396qy6l_LitaAgentY-LitaAgentP-OK01.073e87cd,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,113,2108,2556,1764,0,1420,792,0,0,0,0,0,0,1.1299998732283711e-06,4216,1420,[],[],2112,2556
000220251210H223957905396qy6l_LitaAgentY-LitaAgentP-OK01.073e87cd,System,0,554,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1108,0,[],[],561,0
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-KD1l.015bc1ae,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,60,76,330,4,0,330,326,0,0,0,0,0,0,8.999995770864189e-08,152,330,[],[],77,330
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-KD1l.015bc1ae,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,3,81,488,87,0,0,401,0,0,6,0,0,0,8.999995770864189e-08,174,0,[],[],87,488
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-KD1l.015bc1ae,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,27,641,876,557,0,471,319,0,0,76,0,0,0,3.800000740739051e-07,1434,471,[],[],719,876
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-KD1l.015bc1ae,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,36,338,2000,190,0,650,1810,0,0,13,0,0,0,7.20000116416486e-07,702,650,[],[],353,2000
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-KD1l.015bc1ae,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,32,847,1518,652,0,990,866,0,0,41,0,0,0,3.999998625658918e-07,1776,990,[],[],891,1518
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-KD1l.015bc1ae,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,0,79,330,2,0,330,328,0,0,0,0,0,0,8.999995770864189e-08,158,330,[],[],80,330
000020251210H223957824305qBUX_LitaAgentY-LitaAgentC-KD1l.015bc1ae,System,0,706,0,0,0,0,0,0,0,0,0,0,0,2.299998413946014e-07,1412,0,[],[],715,0
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-PapX.14c8b841,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,1,183,259,131,0,0,127,0,0,0,0,0,0,6.100008249632083e-07,366,0,[],[],183,259
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-PapX.14c8b841,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,0,493,0,0,0,234,0,0,0,0,0,0,8.999995770864189e-08,0,0,[],[],0,493
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-PapX.14c8b841,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,0,493,0,0,0,234,0,0,0,0,0,0,8.999995770864189e-08,0,0,[],[],0,493
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-PapX.14c8b841,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,13,453,846,318,0,603,393,0,0,36,0,0,0,3.699997250805609e-07,978,603,[],[],492,846
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-PapX.14c8b841,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,4,279,1548,221,0,1548,705,0,0,2,0,0,0,3.7999961932655424e-07,562,1548,[],[],282,1548
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-PapX.14c8b841,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,14,1029,1877,854,0,607,473,0,0,2,0,0,0,5.89999217481818e-07,2062,607,[],[],1034,1877
000420251210H223957973606jpxE_LitaAgentYT-LitaAgentYR-PapX.14c8b841,System,0,460,0,0,0,0,0,0,0,0,0,0,0,1.8000082491198555e-07,920,0,[],[],467,0
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-PJtt.126a0444,System,0,460,0,0,0,0,0,0,0,0,0,0,0,3.300001480965875e-07,920,0,[],[],467,0
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-PJtt.126a0444,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,3,172,263,120,0,0,143,0,0,0,0,0,0,9.200002750731073e-07,344,0,[],[],172,263
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-PJtt.126a0444,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,2,519,639,392,0,396,112,0,0,44,0,0,0,5.600004442385398e-07,1126,396,[],[],566,639
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-PJtt.126a0444,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,6,285,1548,225,0,1548,702,0,0,0,0,0,0,5.599999894911889e-07,570,1548,[],[],286,1548
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-PJtt.126a0444,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,22,428,24,0,0,141,0,0,2,0,0,0,1.5000023267930374e-07,48,0,[],[],24,428
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-PJtt.126a0444,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,11,1002,1852,831,0,635,455,0,0,6,0,0,0,8.599990906077437e-07,2016,635,[],[],1011,1852
000420251210H223957973606jpxE_LitaAgentY-LitaAgentN-PJtt.126a0444,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,102,428,116,0,0,49,0,0,14,0,0,0,1.399998836859595e-07,232,0,[],[],116,428
000420251210H223957973606jpxE_P-K-O1CQ.135f1a67,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,12,608,765,483,0,558,167,0,0,46,0,0,0,3.600007403292693e-07,1308,558,[],[],657,765
000420251210H223957973606jpxE_P-K-O1CQ.135f1a67,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,3,241,1532,186,0,1532,737,0,0,5,0,0,0,3.5999983083456755e-07,492,1532,[],[],247,1532
000420251210H223957973606jpxE_P-K-O1CQ.135f1a67,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,7,114,268,62,0,0,206,0,0,0,0,0,0,5.29999852005858e-07,228,0,[],[],114,268
000420251210H223957973606jpxE_P-K-O1CQ.135f1a67,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.optimistic_agent.OptimisticAgent,5,90,491,96,0,0,127,0,0,6,0,0,0,8.999995770864189e-08,192,0,[],[],96,491
000420251210H223957973606jpxE_P-K-O1CQ.135f1a67,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,11,1035,1957,858,0,662,521,0,0,0,0,0,0,5.799993232358247e-07,2070,662,[],[],1038,1957
000420251210H223957973606jpxE_P-K-O1CQ.135f1a67,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,2,72,491,75,0,0,148,0,0,3,0,0,0,8.999995770864189e-08,150,0,[],[],75,491
000420251210H223957973606jpxE_P-K-O1CQ.135f1a67,System,0,460,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,920,0,[],[],467,0
000020251210H223957824305qBUX_LitaAgentY-LitaAgentN-UHsS.0012b781,System,0,706,0,0,0,0,0,0,0,0,0,0,0,1.7999991541728377e-07,1412,0,[],[],715,0
000020251210H223957824305qBUX_LitaAgentY-LitaAgentN-UHsS.0012b781,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,5,49,684,51,0,0,632,0,0,2,0,0,0,9.099949238589033e-08,102,0,[],[],51,684
000020251210H223957824305qBUX_LitaAgentY-LitaAgentN-UHsS.0012b781,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,89,339,12,0,339,326,0,0,0,0,0,0,8.999995770864189e-08,178,339,[],[],90,339
000020251210H223957824305qBUX_LitaAgentY-LitaAgentN-UHsS.0012b781,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,5,641,889,556,0,502,333,0,0,75,0,0,0,3.5999983083456755e-07,1432,502,[],[],718,889
000020251210H223957824305qBUX_LitaAgentY-LitaAgentN-UHsS.0012b781,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,379,2040,230,0,672,1810,0,0,12,0,0,0,7.899998308857903e-07,782,672,[],[],393,2040
000020251210H223957824305qBUX_LitaAgentY-LitaAgentN-UHsS.0012b781,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,8,692,1447,483,0,1017,964,0,0,27,0,0,0,4.200001058052294e-07,1438,1017,[],[],722,1447
000020251210H223957824305qBUX_LitaAgentY-LitaAgentN-UHsS.0012b781,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentNTracked,0,72,339,0,0,339,339,0,0,0,0,0,0,8.999995770864189e-08,144,339,[],[],73,339
000220251210H223957905396qy6l_LitaAgentYT-LitaAgentYR-LitaAgentPxsx.08941f5c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentPTracked,0,0,568,0,0,0,568,0,0,0,0,0,0,8.999995770864189e-08,0,0,[],[],0,568
000220251210H223957905396qy6l_LitaAgentYT-LitaAgentYR-LitaAgentPxsx.08941f5c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,63,110,284,40,0,284,244,0,0,0,0,0,0,1.0000030670198612e-07,220,284,[],[],111,284
000220251210H223957905396qy6l_LitaAgentYT-LitaAgentYR-LitaAgentPxsx.08941f5c,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,209,568,209,0,0,357,0,0,0,0,0,0,1.1000020094797947e-07,418,0,[],[],209,568
000220251210H223957905396qy6l_LitaAgentYT-LitaAgentYR-LitaAgentPxsx.08941f5c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,9,468,568,328,0,568,240,0,0,0,0,0,0,1.9999970390927047e-07,936,568,[],[],470,568
000220251210H223957905396qy6l_LitaAgentYT-LitaAgentYR-LitaAgentPxsx.08941f5c,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,72,1877,2556,1533,0,1420,1021,0,0,0,0,0,0,1.1699999049596954e-06,3754,1420,[],[],1881,2556
000220251210H223957905396qy6l_LitaAgentYT-LitaAgentYR-LitaAgentPxsx.08941f5c,System,0,554,0,0,0,0,0,0,0,0,0,0,0,2.1999994714860804e-07,1108,0,[],[],561,0
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-KJo9.05a1dac0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYRTracked,0,96,326,3,0,326,323,0,0,0,0,0,0,2.1999949240125716e-07,192,326,[],[],96,326
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-KJo9.05a1dac0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentYTracked,0,99,326,3,0,326,323,0,0,0,0,0,0,8.400002116104588e-07,198,326,[],[],100,326
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-KJo9.05a1dac0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,51,1519,1634,1194,0,1292,440,0,0,49,0,0,0,7.300004654098302e-07,3136,1292,[],[],1572,1634
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-KJo9.05a1dac0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,44,140,326,46,0,326,280,0,0,0,0,0,0,1.3999851944390684e-07,280,326,[],[],141,326
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-KJo9.05a1dac0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,86,1746,2372,1573,0,652,799,0,0,10,0,0,0,5.799993232358247e-07,3512,652,[],[],1758,2372
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-KJo9.05a1dac0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_268.katsudon_agent.KATSUDONAgent,13,132,860,133,0,0,727,0,0,1,0,0,0,1.4999932318460196e-07,266,0,[],[],133,860
000120251210H223957863747wmRA_LitaAgentYT-LitaAgentYR-KJo9.05a1dac0,System,0,840,0,0,0,0,0,0,0,0,0,0,0,3.2000025385059416e-07,1680,0,[],[],848,0
000020251210H223957824305qBUX_X-Po-Pra4W.0296ee60,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,81,347,9,0,347,338,0,0,0,0,0,0,8.999995770864189e-08,162,347,[],[],82,347
000020251210H223957824305qBUX_X-Po-Pra4W.0296ee60,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,15,690,965,622,0,516,343,0,0,92,0,0,0,3.499999365885742e-07,1564,516,[],[],784,965
000020251210H223957824305qBUX_X-Po-Pra4W.0296ee60,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_253.master_sota_agent.XenoSotaAgent,0,85,347,8,0,347,339,0,0,0,0,0,0,8.999995770864189e-08,170,347,[],[],86,347
000020251210H223957824305qBUX_X-Po-Pra4W.0296ee60,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,0,385,2066,235,0,694,1831,0,0,11,0,0,0,7.700000423938036e-07,792,694,[],[],398,2066
000020251210H223957824305qBUX_X-Po-Pra4W.0296ee60,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.proactive_agent.ProactiveAgent,0,277,686,279,0,0,407,0,0,2,0,0,0,8.999995770864189e-08,558,0,[],[],279,686
000020251210H223957824305qBUX_X-Po-Pra4W.0296ee60,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,15,816,1479,611,0,1041,868,0,0,31,0,0,0,3.7000063457526267e-07,1694,1041,[],[],850,1479
000020251210H223957824305qBUX_X-Po-Pra4W.0296ee60,System,0,706,0,0,0,0,0,0,0,0,0,0,0,1.8999980966327712e-07,1412,0,[],[],715,0
000020251210H223957824305qBUX_L-U-Pd2u.01f5d7fc,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_254.ultra.UltraSuperMiracleSoraFinalAgentZ,1,91,355,14,0,355,341,0,0,0,0,0,0,1.00000761449337e-07,182,355,[],[],92,355
000020251210H223957824305qBUX_L-U-Pd2u.01f5d7fc,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.standard.team_255.myagent.PonponAgent,0,123,355,51,0,355,304,0,0,0,0,0,0,8.999995770864189e-08,246,355,[],[],124,355
000020251210H223957824305qBUX_L-U-Pd2u.01f5d7fc,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIRTracked,0,83,530,88,0,0,442,0,0,5,0,0,0,9.999985195463523e-08,176,0,[],[],88,530
000020251210H223957824305qBUX_L-U-Pd2u.01f5d7fc,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.RandomStdAgent,11,724,999,643,0,509,356,0,0,79,0,0,0,3.7999961932655424e-07,1606,509,[],[],805,999
000020251210H223957824305qBUX_L-U-Pd2u.01f5d7fc,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.rand.SyncRandomStdAgent,12,466,2074,314,0,710,1758,0,0,9,0,0,0,7.699991328991018e-07,950,710,[],[],477,2074
000020251210H223957824305qBUX_L-U-Pd2u.01f5d7fc,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.std.agents.greedy.GreedyStdAgent,32,1077,1675,876,0,1065,797,0,0,35,0,0,0,3.899995135725476e-07,2224,1065,[],[],1115,1675
